d,请求量,错误量,错误率万分比,200ms占比,department
2023-04-07,10108683,377,0.3729467033440459,74.32146205395895,总体
2023-04-08,7273773,110,0.15122825526724576,74.62931548729937,总体
2023-04-09,7217566,128,0.17734510498414563,75.32748574796545,总体
2023-04-10,10487386,256,0.2441027726070157,74.48759872097776,总体
2023-04-11,10890628,955,0.8769007627475661,74.28649660974556,总体
2023-04-12,10963218,359,0.32745859837868774,74.63692685851909,总体
2023-04-13,10874785,525,0.48276816507176923,75.37778448033686,总体
2023-04-14,10153106,236,0.23244118597796576,74.85152819245657,总体
2023-04-15,7281418,164,0.22523085475933396,75.41705475499415,总体
2023-04-16,6983433,190,0.27207248927569005,76.41277577947695,总体
2023-04-17,10082268,525,0.5207161721945895,74.70788318660047,总体
2023-04-18,10423395,318,0.3050829408268611,74.70799101444395,总体
2023-04-19,10519955,478,0.4543745671915897,74.73819992576014,总体
2023-04-20,10254021,526,0.5129694975268726,74.77992291999402,总体
2023-04-21,9777275,286,0.2925150412563828,74.73870787105814,总体
2023-04-22,7328010,153,0.2087879246889674,74.85752612237155,总体
2023-04-23,9678761,276,0.28516046630348657,75.42422010420549,总体
2023-04-24,10161052,529,0.5206153850998892,74.0504034424782,总体
2023-04-25,10059316,181,0.1799327111306574,74.85332004681034,总体
2023-04-26,9903504,351,0.35442001134144036,75.83971289353748,总体
2023-04-27,9592635,457,0.4764071602849478,75.68326116859444,总体
2023-04-28,8934119,103,0.11528836810881968,76.52027021354876,总体
2023-04-29,5804695,116,0.19983823439474424,76.68580347460116,总体
2023-04-30,5001776,65,0.1299538403958914,76.644335931877,总体
2023-05-01,4738087,84,0.1772867404081014,76.08530615837151,总体
2023-05-02,4771405,125,0.26197734210363616,75.88548865585713,总体
2023-05-03,5545910,63,0.1135972275063966,75.95164724995537,总体
2023-05-04,8763534,197,0.22479515683969503,74.06221051918097,总体
2023-05-05,9154510,215,0.23485691751934293,73.88143111974317,总体
2023-05-06,8522274,2930,3.43804951589212,73.32845670064117,总体
2023-05-07,6435882,108,0.16780916741481589,75.20860388677107,总体
2023-05-08,9317870,445,0.47757695696548674,74.10278314679213,总体
2023-05-09,9629552,498,0.5171580152430767,73.9939303510693,总体
2023-05-10,9822981,384,0.39092002723002317,74.83787253584222,总体
2023-05-11,10065941,591,0.5871284165087,76.19894652670823,总体
2023-05-12,11363592,304,0.26752104440215735,76.69728902621635,总体
2023-05-13,7590619,281,0.37019378788475615,76.0313750433265,总体
2023-05-14,7203607,118,0.16380682621914272,76.64282629521571,总体
2023-05-15,10492946,256,0.24397342748166245,75.15765353219201,总体
2023-05-16,10590399,215,0.2030140696304266,75.12056911170203,总体
